time,x,y,z,B1,B1range,B2,B2range,B3,B3range,Bnom,Bnom_sdev
0.0018400000408291817,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
1.0019700527191162,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
2.0019750595092773,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
3.002012014389038,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
4.001072883605957,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
5.001066207885742,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
6.001134872436523,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
7.0011491775512695,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
8.00115966796875,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
9.001152992248535,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
10.001203536987305,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
11.001239776611328,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
12.001267433166504,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
13.001296043395996,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
14.00135326385498,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
15.001422882080078,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.6000061035156,3.0,NaN,0
16.001426696777344,0.0,0.0,0.0,0.0,1.0,498.29998779296875,3.0,-481.5,3.0,NaN,0
