time,x,y,z,B1,B1range,B2,B2range,B3,B3range,Bnom,Bnom_sdev
0.0018139999592676759,0.0,0.0,0.0,-548.5999755859375,3.0,534.7000122070312,3.0,-48.130001068115234,2.0,540,0
1.001899003982544,0.0,0.0,0.0,-548.5999755859375,3.0,534.7000122070312,3.0,-48.18000030517578,2.0,540,0
2.0018959045410156,0.0,0.0,0.0,-548.5999755859375,3.0,534.5999755859375,3.0,-48.2400016784668,2.0,540,0
3.0019869804382324,0.0,0.0,0.0,-548.5999755859375,3.0,534.7000122070312,3.0,-48.130001068115234,2.0,540,0
4.002007961273193,0.0,0.0,0.0,-548.5,3.0,534.5999755859375,3.0,-48.0,2.0,540,0
5.00198221206665,0.0,0.0,0.0,-548.5,3.0,534.7000122070312,3.0,-47.88999938964844,2.0,540,0
6.002005100250244,0.0,0.0,0.0,-548.2000122070312,3.0,534.7000122070312,3.0,-47.7400016784668,2.0,540,0
7.002133846282959,0.0,0.0,0.0,-548.2999877929688,3.0,534.7000122070312,3.0,-47.720001220703125,2.0,540,0
8.002095222473145,0.0,0.0,0.0,-548.4000244140625,3.0,534.7000122070312,3.0,-47.95000076293945,2.0,540,0
9.002127647399902,0.0,0.0,0.0,-548.7000122070312,3.0,534.7000122070312,3.0,-47.5,2.0,540,0
10.00218677520752,0.0,0.0,0.0,-548.5,3.0,534.7000122070312,3.0,-47.63999938964844,2.0,540,0
11.002235412597656,0.0,0.0,0.0,-548.5,3.0,534.7000122070312,3.0,-47.36000061035156,2.0,540,0
12.002270698547363,0.0,0.0,0.0,-548.2999877929688,3.0,534.7000122070312,3.0,-47.47999954223633,2.0,540,0
13.00121784210205,0.0,0.0,0.0,-548.7999877929688,3.0,534.7000122070312,3.0,-47.70000076293945,2.0,540,0
14.001248359680176,0.0,0.0,0.0,-548.4000244140625,3.0,534.7000122070312,3.0,-47.959999084472656,2.0,540,0
15.0012845993042,0.0,0.0,0.0,-548.7000122070312,3.0,534.7000122070312,3.0,-47.7400016784668,2.0,540,0
16.00126838684082,0.0,0.0,0.0,-548.4000244140625,3.0,534.7000122070312,3.0,-47.119998931884766,2.0,540,0
17.001312255859375,0.0,0.0,0.0,-548.5999755859375,3.0,534.7000122070312,3.0,-47.369998931884766,2.0,540,0
18.001373291015625,0.0,0.0,0.0,-548.7000122070312,3.0,534.7000122070312,3.0,-47.5099983215332,2.0,540,0
19.001392364501953,0.0,0.0,0.0,-548.5999755859375,3.0,534.5999755859375,3.0,-47.290000915527344,2.0,540,0
20.00141143798828,0.0,0.0,0.0,-548.7000122070312,3.0,534.7000122070312,3.0,-47.529998779296875,2.0,540,0
21.001466751098633,0.0,0.0,0.0,-548.5,3.0,534.5999755859375,3.0,-47.599998474121094,2.0,540,0
22.001501083374023,0.0,0.0,0.0,-548.7000122070312,3.0,534.5999755859375,3.0,-47.41999816894531,2.0,540,0
23.00156021118164,0.0,0.0,0.0,-548.2000122070312,3.0,534.5999755859375,3.0,-47.709999084472656,2.0,540,0
