time,x,y,z,B1,B1range,B2,B2range,B3,B3range,Bnom,Bnom_sdev
0.0012029999634250998,0.0,0.0,0.0,-364.20001220703125,3.0,355.8999938964844,3.0,0.061000000685453415,1.0,360,0
1.001230001449585,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.05299999937415123,1.0,360,0
2.0012569427490234,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.15299999713897705,1.0,360,0
3.001286029815674,0.0,0.0,0.0,-364.20001220703125,3.0,355.8999938964844,3.0,-0.17900000512599945,1.0,360,0
4.001313209533691,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.1720000058412552,1.0,360,0
5.001345157623291,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.18000000715255737,1.0,360,0
6.000411033630371,0.0,0.0,0.0,-364.20001220703125,3.0,355.8999938964844,3.0,-0.2800000011920929,1.0,360,0
7.000511169433594,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.1809999942779541,1.0,360,0
8.00043773651123,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.2070000022649765,1.0,360,0
9.000452041625977,0.0,0.0,0.0,-364.20001220703125,3.0,355.8999938964844,3.0,-0.05900000035762787,1.0,360,0
10.000494956970215,0.0,0.0,0.0,-364.20001220703125,3.0,355.8999938964844,3.0,-0.12300000339746475,1.0,360,0
11.000505447387695,0.0,0.0,0.0,-364.1000061035156,3.0,355.8999938964844,3.0,-0.1459999978542328,1.0,360,0
12.000533103942871,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.10100000351667404,1.0,360,0
13.00059700012207,0.0,0.0,0.0,-364.20001220703125,3.0,355.8999938964844,3.0,-0.08900000154972076,1.0,360,0
14.000590324401855,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.16899999976158142,1.0,360,0
15.000665664672852,0.0,0.0,0.0,-364.1000061035156,3.0,355.8999938964844,3.0,-0.09799999743700027,1.0,360,0
16.000640869140625,0.0,0.0,0.0,-364.20001220703125,3.0,355.8999938964844,3.0,-0.11599999666213989,1.0,360,0
17.000669479370117,0.0,0.0,0.0,-364.3999938964844,3.0,355.8999938964844,3.0,-0.06800000369548798,1.0,360,0
18.000696182250977,0.0,0.0,0.0,-364.3999938964844,3.0,355.8999938964844,3.0,-0.1340000033378601,1.0,360,0
19.000722885131836,0.0,0.0,0.0,-364.3999938964844,3.0,355.8999938964844,3.0,-0.16899999976158142,1.0,360,0
20.000770568847656,0.0,0.0,0.0,-364.3999938964844,3.0,355.8999938964844,3.0,-0.0729999989271164,1.0,360,0
21.000829696655273,0.0,0.0,0.0,-364.20001220703125,3.0,355.8999938964844,3.0,-0.20999999344348907,1.0,360,0
22.000856399536133,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.05299999937415123,1.0,360,0
22.999876022338867,0.0,0.0,0.0,-364.3999938964844,3.0,355.8999938964844,3.0,-0.09000000357627869,1.0,360,0
23.99991798400879,0.0,0.0,0.0,-364.3999938964844,3.0,355.8999938964844,3.0,-0.20800000429153442,1.0,360,0
24.99993133544922,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.23899999260902405,1.0,360,0
25.999927520751953,0.0,0.0,0.0,-364.3999938964844,3.0,355.8999938964844,3.0,-0.3059999942779541,1.0,360,0
26.999975204467773,0.0,0.0,0.0,-364.5,3.0,355.8999938964844,3.0,-0.2639999985694885,1.0,360,0
28.00002670288086,0.0,0.0,0.0,-364.29998779296875,3.0,355.8999938964844,3.0,-0.08900000154972076,1.0,360,0
29.000001907348633,0.0,0.0,0.0,-364.1000061035156,3.0,355.8999938964844,3.0,-0.2329999953508377,1.0,360,0
30.000062942504883,0.0,0.0,0.0,-364.1000061035156,3.0,355.8999938964844,3.0,-0.257999986410141,1.0,360,0
31.000093460083008,0.0,0.0,0.0,-363.79998779296875,3.0,355.8999938964844,3.0,-0.3149999976158142,1.0,360,0
32.00008010864258,0.0,0.0,0.0,-364.0,3.0,355.79998779296875,3.0,-0.24300000071525574,1.0,360,0
33.00011444091797,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,-0.22300000488758087,1.0,360,0
34.00017547607422,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,-0.12600000202655792,1.0,360,0
35.00016403198242,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,-0.17000000178813934,1.0,360,0
36.000221252441406,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,-0.17100000381469727,1.0,360,0
37.00021743774414,0.0,0.0,0.0,-364.0,3.0,355.79998779296875,3.0,0.052000001072883606,1.0,360,0
38.00029754638672,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,-0.10100000351667404,1.0,360,0
39.00028610229492,0.0,0.0,0.0,-363.8999938964844,3.0,355.79998779296875,3.0,-0.11699999868869781,1.0,360,0
40.00032424926758,0.0,0.0,0.0,-364.1000061035156,3.0,355.8999938964844,3.0,-0.11900000274181366,1.0,360,0
40.99936294555664,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,0.019999999552965164,1.0,360,0
41.999393463134766,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,0.0,1.0,360,0
42.99943542480469,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,-0.10899999737739563,1.0,360,0
43.99946212768555,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,-0.035999998450279236,1.0,360,0
44.99946212768555,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,-0.09600000083446503,1.0,360,0
45.999515533447266,0.0,0.0,0.0,-364.0,3.0,355.79998779296875,3.0,-0.12399999797344208,1.0,360,0
46.999549865722656,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,0.22699999809265137,1.0,360,0
47.9995231628418,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,0.18199999630451202,1.0,360,0
48.99955368041992,0.0,0.0,0.0,-364.0,3.0,355.79998779296875,3.0,-0.06599999964237213,1.0,360,0
49.99961853027344,0.0,0.0,0.0,-364.0,3.0,355.8999938964844,3.0,-0.12700000405311584,1.0,360,0
50.999637603759766,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,-0.0729999989271164,1.0,360,0
51.99962615966797,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,-0.01899999938905239,1.0,360,0
52.99966049194336,0.0,0.0,0.0,-364.0,3.0,355.79998779296875,3.0,0.2540000081062317,1.0,360,0
53.999717712402344,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,0.11400000005960464,1.0,360,0
54.9997673034668,0.0,0.0,0.0,-363.8999938964844,3.0,355.79998779296875,3.0,0.061000000685453415,1.0,360,0
55.999786376953125,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,0.23000000417232513,1.0,360,0
56.99980545043945,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,0.20499999821186066,1.0,360,0
57.99884033203125,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,0.1420000046491623,1.0,360,0
58.99885940551758,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,0.29100000858306885,1.0,360,0
59.9989013671875,0.0,0.0,0.0,-364.1000061035156,3.0,355.79998779296875,3.0,0.29600000381469727,1.0,360,0
60.99892807006836,0.0,0.0,0.0,-364.29998779296875,3.0,355.79998779296875,3.0,0.2849999964237213,1.0,360,0
61.99896240234375,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,0.20600000023841858,1.0,360,0
62.99897766113281,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,0.2409999966621399,1.0,360,0
63.99899673461914,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,0.0560000017285347,1.0,360,0
64.9990005493164,0.0,0.0,0.0,-364.29998779296875,3.0,355.79998779296875,3.0,0.13699999451637268,1.0,360,0
65.99906158447266,0.0,0.0,0.0,-364.3999938964844,3.0,355.79998779296875,3.0,0.25099998712539673,1.0,360,0
66.99907684326172,0.0,0.0,0.0,-364.29998779296875,3.0,355.79998779296875,3.0,0.05299999937415123,1.0,360,0
67.99910736083984,0.0,0.0,0.0,-364.3999938964844,3.0,355.79998779296875,3.0,0.1720000058412552,1.0,360,0
68.99913024902344,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,0.20999999344348907,1.0,360,0
69.99917602539062,0.0,0.0,0.0,-364.20001220703125,3.0,355.79998779296875,3.0,0.20600000023841858,1.0,360,0
