time,x,y,z,B1,B1range,B2,B2range,B3,B3range,Bnom,Bnom_sdev
0.001782999956049025,0.0,0.0,0.0,-568.2000122070312,3.0,554.5999755859375,3.0,-72.7300033569336,2.0,560,0
1.0017579793930054,0.0,0.0,0.0,-568.2999877929688,3.0,554.5999755859375,3.0,-72.75,2.0,560,0
2.001840114593506,0.0,0.0,0.0,-568.2999877929688,3.0,554.5999755859375,3.0,-72.79000091552734,2.0,560,0
3.001858949661255,0.0,0.0,0.0,-568.2999877929688,3.0,554.5999755859375,3.0,-72.69999694824219,2.0,560,0
4.0019211769104,0.0,0.0,0.0,-568.2999877929688,3.0,554.5999755859375,3.0,-72.72000122070312,2.0,560,0
5.00191593170166,0.0,0.0,0.0,-568.2999877929688,3.0,554.5999755859375,3.0,-72.36000061035156,2.0,560,0
6.001980781555176,0.0,0.0,0.0,-568.5,3.0,554.5999755859375,3.0,-72.38999938964844,2.0,560,0
7.001999855041504,0.0,0.0,0.0,-568.2000122070312,3.0,554.5999755859375,3.0,-72.52999877929688,2.0,560,0
8.002036094665527,0.0,0.0,0.0,-568.0999755859375,3.0,554.5999755859375,3.0,-72.4800033569336,2.0,560,0
9.00205135345459,0.0,0.0,0.0,-568.0,3.0,554.5999755859375,3.0,-72.41999816894531,2.0,560,0
10.002041816711426,0.0,0.0,0.0,-568.7000122070312,3.0,554.5999755859375,3.0,-72.5199966430664,2.0,560,0
11.002108573913574,0.0,0.0,0.0,-568.0,3.0,554.5999755859375,3.0,-72.3499984741211,2.0,560,0
12.001104354858398,0.0,0.0,0.0,-567.7999877929688,3.0,554.5999755859375,3.0,-72.41999816894531,2.0,560,0
13.001107215881348,0.0,0.0,0.0,-567.7999877929688,3.0,554.7000122070312,3.0,-72.26000213623047,2.0,560,0
14.001141548156738,0.0,0.0,0.0,-567.7999877929688,3.0,554.5999755859375,3.0,-72.37999725341797,2.0,560,0
15.001229286193848,0.0,0.0,0.0,-567.9000244140625,3.0,554.7000122070312,3.0,-72.2699966430664,2.0,560,0
16.001270294189453,0.0,0.0,0.0,-568.0999755859375,3.0,554.5999755859375,3.0,-72.62000274658203,2.0,560,0
17.00126075744629,0.0,0.0,0.0,-568.0999755859375,3.0,554.7000122070312,3.0,-72.44000244140625,2.0,560,0
18.001310348510742,0.0,0.0,0.0,-567.9000244140625,3.0,554.5999755859375,3.0,-72.44000244140625,2.0,560,0
19.0013370513916,0.0,0.0,0.0,-568.2999877929688,3.0,554.5999755859375,3.0,-72.45999908447266,2.0,560,0
20.001325607299805,0.0,0.0,0.0,-568.2999877929688,3.0,554.5999755859375,3.0,-72.47000122070312,2.0,560,0
21.001386642456055,0.0,0.0,0.0,-568.2000122070312,3.0,554.5999755859375,3.0,-72.55000305175781,2.0,560,0
22.001379013061523,0.0,0.0,0.0,-568.2000122070312,3.0,554.5999755859375,3.0,-72.51000213623047,2.0,560,0
23.00139808654785,0.0,0.0,0.0,-568.0999755859375,3.0,554.5999755859375,3.0,-72.43000030517578,2.0,560,0
