pos,B1,B1_sdev,multi,multi_sdev,Bnom,Bnom_sdev
0.0,-27.04400062561035,0.004999999888241291,51.895999908447266,0.0,-41.15362548828125,0.0
5.0,-12.696999549865723,0.004000000189989805,51.89799880981445,0.0,-41.155208587646484,0.0
10.0,-3.2790000438690186,0.0020000000949949026,51.89899826049805,0.0,-41.156002044677734,0.0
15.0,-0.7950000166893005,0.0010000000474974513,51.900001525878906,0.0,-41.15679931640625,0.0
20.0,-0.22300000488758087,0.0,51.90299987792969,0.0,-41.159175872802734,0.0
25.0,-0.09300000220537186,0.0010000000474974513,51.904998779296875,0.0,-41.160762786865234,0.0
30.0,-0.054999999701976776,0.0,51.904998779296875,0.0,-41.160762786865234,0.0
35.0,-0.03700000047683716,0.0010000000474974513,51.90700149536133,0.0,-41.162353515625,0.0
40.0,-0.017000000923871994,0.0020000000949949026,51.90800094604492,0.0,-41.16314697265625,0.0
45.0,-0.008999999612569809,0.0010000000474974513,51.90999984741211,0.0,-41.164730072021484,0.0
50.0,-0.004999999888241291,0.0,51.90999984741211,0.0,-41.164730072021484,0.0
55.0,0.007000000216066837,0.0010000000474974513,51.90999984741211,0.0,-41.164730072021484,0.0
60.0,0.026000000536441803,0.003000000026077032,51.9109992980957,0.0,-41.165523529052734,0.0
62.0,0.028999999165534973,0.0,51.9119987487793,0.0,-41.166316986083984,0.0
64.0,0.03400000184774399,0.0010000000474974513,51.9119987487793,0.0,-41.166316986083984,0.0
66.0,0.03400000184774399,0.0020000000949949026,51.91299819946289,0.0,-41.167110443115234,0.0
68.0,0.03400000184774399,0.0,51.91299819946289,0.0,-41.167110443115234,0.0
70.0,0.03400000184774399,0.0,51.91299819946289,0.0,-41.167110443115234,0.0
72.0,0.03700000047683716,0.0010000000474974513,51.91299819946289,0.0,-41.167110443115234,0.0
74.0,0.032999999821186066,0.0,51.91299819946289,0.0,-41.167110443115234,0.0
76.0,0.03500000014901161,0.0010000000474974513,51.9119987487793,0.0,-41.166316986083984,0.0
78.0,0.03500000014901161,0.0,51.9109992980957,0.0,-41.165523529052734,0.0
80.0,0.02800000086426735,0.0010000000474974513,51.9109992980957,0.0,-41.165523529052734,0.0
85.0,0.00800000037997961,0.0010000000474974513,51.9109992980957,0.0,-41.165523529052734,0.0
90.0,-0.02199999988079071,0.0010000000474974513,51.90999984741211,0.0,-41.164730072021484,0.0
95.0,-0.052000001072883606,0.0010000000474974513,51.909000396728516,0.0,-41.1639404296875,0.0
100.0,-0.10400000214576721,0.0010000000474974513,51.90800094604492,0.0,-41.16314697265625,0.0
105.0,-0.2540000081062317,0.0010000000474974513,51.90700149536133,0.0,-41.162353515625,0.0
110.0,-0.5889999866485596,0.0010000000474974513,51.90599822998047,0.0,-41.161556243896484,0.0
115.0,-1.9270000457763672,0.0,51.904998779296875,0.0,-41.160762786865234,0.0
120.0,-8.45199966430664,0.0010000000474974513,51.90399932861328,0.0,-41.159969329833984,0.0
125.0,-23.253000259399414,0.0,51.904998779296875,0.0,-41.160762786865234,0.0
130.0,-32.29999923706055,0.0,51.90399932861328,0.0,-41.159969329833984,0.0
135.0,-36.43000030517578,0.0,51.90299987792969,0.0,-41.159175872802734,0.0
140.0,-37.95000076293945,0.0,51.90299987792969,0.0,-41.159175872802734,0.0
145.0,-38.65999984741211,0.0,51.902000427246094,0.0,-41.15838623046875,0.0
150.0,-38.91999816894531,0.0,51.902000427246094,0.0,-41.15838623046875,0.0
155.0,-38.979000091552734,0.003000000026077032,51.9010009765625,0.0,-41.1575927734375,0.0
160.0,-38.875999450683594,0.004999999888241291,51.9010009765625,0.0,-41.1575927734375,0.0
165.0,-38.67300033569336,0.004999999888241291,51.9010009765625,0.0,-41.1575927734375,0.0
