pos,B1,B1_sdev,multi,multi_sdev,Bnom,Bnom_sdev
50.0,-38.560001373291016,0.0,51.75199890136719,0.0,-40.002681732177734,0.0
55.0,-38.887001037597656,0.004999999888241291,51.75199890136719,0.0,-40.002681732177734,0.0
60.0,-39.15999984741211,0.0,51.750999450683594,0.0,-40.00190734863281,0.0
65.0,-39.369998931884766,0.0,51.750999450683594,0.0,-40.00190734863281,0.0
70.0,-39.516998291015625,0.004999999888241291,51.750999450683594,0.0,-40.00190734863281,0.0
75.0,-39.63999938964844,0.0,51.750999450683594,0.0,-40.00190734863281,0.0
80.0,-39.7400016784668,0.0,51.750999450683594,0.0,-40.00190734863281,0.0
85.0,-39.808998107910156,0.003000000026077032,51.75,0.0,-40.00113296508789,0.0
90.0,-39.86000061035156,0.0,51.75,0.0,-40.00113296508789,0.0
95.0,-39.900001525878906,0.0,51.75,0.0,-40.00113296508789,0.0
100.0,-39.93000030517578,0.0,51.75,0.0,-40.00113296508789,0.0
105.0,-39.95000076293945,0.0,51.75,0.0,-40.00113296508789,0.0
110.0,-39.96900177001953,0.003000000026077032,51.75,0.0,-40.00113296508789,0.0
115.0,-39.970001220703125,0.0,51.75,0.0,-40.00113296508789,0.0
120.0,-39.970001220703125,0.0,51.75,0.0,-40.00113296508789,0.0
125.0,-39.97800064086914,0.004000000189989805,51.749000549316406,0.0,-40.00035858154297,0.0
130.0,-39.970001220703125,0.0,51.749000549316406,0.0,-40.00035858154297,0.0
135.0,-39.97800064086914,0.004000000189989805,51.749000549316406,0.0,-40.00035858154297,0.0
140.0,-39.9739990234375,0.004999999888241291,51.749000549316406,0.0,-40.00035858154297,0.0
145.0,-39.970001220703125,0.0,51.749000549316406,0.0,-40.00035858154297,0.0
150.0,-39.970001220703125,0.0,51.749000549316406,0.0,-40.00035858154297,0.0
155.0,-39.96799850463867,0.004000000189989805,51.749000549316406,0.0,-40.00035858154297,0.0
160.0,-39.96699905395508,0.004999999888241291,51.749000549316406,0.0,-40.00035858154297,0.0
165.0,-39.95600128173828,0.004999999888241291,51.749000549316406,0.0,-40.00035858154297,0.0
170.0,-39.95600128173828,0.004999999888241291,51.74800109863281,0.0,-39.99958419799805,0.0
175.0,-39.944000244140625,0.004999999888241291,51.74800109863281,0.0,-39.99958419799805,0.0
180.0,-39.939998626708984,0.0,51.74800109863281,0.0,-39.99958419799805,0.0
185.0,-39.91899871826172,0.003000000026077032,51.74800109863281,0.0,-39.99958419799805,0.0
190.0,-39.89799880981445,0.004000000189989805,51.74700164794922,0.0,-39.998809814453125,0.0
195.0,-39.856998443603516,0.004999999888241291,51.74700164794922,0.0,-39.998809814453125,0.0
200.0,-39.80799865722656,0.004000000189989805,51.74700164794922,0.0,-39.998809814453125,0.0
205.0,-39.75899887084961,0.003000000026077032,51.74599838256836,0.0,-39.9980354309082,0.0
210.0,-39.667999267578125,0.004000000189989805,51.74599838256836,0.0,-39.9980354309082,0.0
215.0,-39.56399917602539,0.00800000037997961,51.74599838256836,0.0,-39.9980354309082,0.0
220.0,-39.43899917602539,0.003000000026077032,51.74599838256836,0.0,-39.9980354309082,0.0
225.0,-39.2599983215332,0.004999999888241291,51.74599838256836,0.0,-39.9980354309082,0.0
230.0,-39.04999923706055,0.0,51.74599838256836,0.0,-39.9980354309082,0.0
