pos,B1,B1_sdev,multi,multi_sdev,Bnom,Bnom_sdev
-50.0,-36.900001525878906,0.0,51.7140007019043,0.0,-39.97325897216797,0.0
-45.0,-37.560001373291016,0.0,51.71699905395508,0.0,-39.975582122802734,0.0
-40.0,-38.0890007019043,0.003000000026077032,51.720001220703125,0.0,-39.9779052734375,0.0
-35.0,-38.5,0.0,51.720001220703125,0.0,-39.9779052734375,0.0
-30.0,-38.91999816894531,0.0,51.72100067138672,0.0,-39.97867965698242,0.0
-25.0,-39.18000030517578,0.0,51.72200012207031,0.0,-39.979454040527344,0.0
-20.0,-39.34000015258789,0.0,51.72200012207031,0.0,-39.979454040527344,0.0
-15.0,-39.52899932861328,0.003000000026077032,51.72100067138672,0.0,-39.97867965698242,0.0
-10.0,-39.650001525878906,0.0,51.72100067138672,0.0,-39.97867965698242,0.0
-5.0,-39.75,0.0,51.72200012207031,0.0,-39.979454040527344,0.0
0.0,-39.81999969482422,0.0,51.722999572753906,0.0,-39.980228424072266,0.0
5.0,-39.88999938964844,0.0,51.7239990234375,0.0,-39.98100280761719,0.0
10.0,-39.939998626708984,0.0,51.724998474121094,0.0,-39.981773376464844,0.0
15.0,-39.959999084472656,0.0,51.72700119018555,0.0,-39.98332595825195,0.0
20.0,-39.97200012207031,0.004000000189989805,51.72800064086914,0.0,-39.984100341796875,0.0
25.0,-39.97999954223633,0.0,51.72700119018555,0.0,-39.98332595825195,0.0
30.0,-39.97700119018555,0.004999999888241291,51.72700119018555,0.0,-39.98332595825195,0.0
35.0,-40.0,0.0,51.72700119018555,0.0,-39.98332595825195,0.0
40.0,-40.0,0.0,51.72800064086914,0.0,-39.984100341796875,0.0
45.0,-39.9900016784668,0.0,51.72800064086914,0.0,-39.984100341796875,0.0
50.0,-40.00699996948242,0.004999999888241291,51.729000091552734,0.0,-39.9848747253418,0.0
55.0,-40.0,0.0,51.729000091552734,0.0,-39.9848747253418,0.0
60.0,-40.005001068115234,0.004999999888241291,51.729000091552734,0.0,-39.9848747253418,0.0
65.0,-40.007999420166016,0.004000000189989805,51.72999954223633,0.0,-39.98564910888672,0.0
70.0,-40.013999938964844,0.004999999888241291,51.73099899291992,0.0,-39.986419677734375,0.0
75.0,-40.01499938964844,0.004999999888241291,51.73099899291992,0.0,-39.986419677734375,0.0
80.0,-40.02000045776367,0.0,51.731998443603516,0.0,-39.9871940612793,0.0
85.0,-40.02000045776367,0.0,51.731998443603516,0.0,-39.9871940612793,0.0
90.0,-40.02000045776367,0.0,51.73099899291992,0.0,-39.986419677734375,0.0
95.0,-40.0099983215332,0.0,51.731998443603516,0.0,-39.9871940612793,0.0
100.0,-40.012001037597656,0.004000000189989805,51.731998443603516,0.0,-39.9871940612793,0.0
105.0,-40.018001556396484,0.004000000189989805,51.73099899291992,0.0,-39.986419677734375,0.0
110.0,-40.0,0.0,51.731998443603516,0.0,-39.9871940612793,0.0
115.0,-39.970001220703125,0.0,51.731998443603516,0.0,-39.9871940612793,0.0
120.0,-39.959999084472656,0.0,51.731998443603516,0.0,-39.9871940612793,0.0
125.0,-39.900001525878906,0.0,51.733001708984375,0.0,-39.987972259521484,0.0
130.0,-39.86899948120117,0.003000000026077032,51.733001708984375,0.0,-39.987972259521484,0.0
135.0,-39.790000915527344,0.0,51.73400115966797,0.0,-39.988746643066406,0.0
140.0,-39.68299865722656,0.004999999888241291,51.73400115966797,0.0,-39.988746643066406,0.0
145.0,-39.540000915527344,0.0,51.733001708984375,0.0,-39.987972259521484,0.0
150.0,-39.380001068115234,0.0,51.733001708984375,0.0,-39.987972259521484,0.0
155.0,-39.16999816894531,0.0,51.731998443603516,0.0,-39.9871940612793,0.0
160.0,-38.875999450683594,0.004999999888241291,51.733001708984375,0.0,-39.987972259521484,0.0
165.0,-38.56999969482422,0.00800000037997961,51.73400115966797,0.0,-39.988746643066406,0.0
170.0,-38.1619987487793,0.004000000189989805,51.73400115966797,0.0,-39.988746643066406,0.0
